jiscode,name,namekana,building,zipcode,address,tel,source,lat,lon,note
7208,喜多方市,きたかたし,喜多方市役所,966-8601,喜多方市字御清水東7244-2,0241-24-5211,数値地図,37.651063,139.874461,
7209,相馬市,そうまし,相馬市役所,976-8601,相馬市中村字北町63-3,0244-37-2120,Google Maps,37.797353,140.918937,新庁舎
7210,二本松市,にほんまつし,二本松市役所,964-8601,二本松市金色403-1,0243-23-1111,数値地図,37.584696,140.431357,
7211,田村市,たむらし,田村市役所,963-4393,田村市船引町船引字畑添76-2,0247-81-2111,Google Maps,37.440701,140.576162,新庁舎
7212,南相馬市,みなみそうまし,南相馬市役所,975-8686,南相馬市原町区本町2-27,0244-22-2111,数値地図,37.642205,140.957145,
7213,伊達市,だてし,伊達市役所,960-0692,伊達市保原町字舟橋180,024-575-1111,数値地図画像,37.819023,140.562873,
7214,本宮市,もとみやし,本宮市役所,969-1192,本宮市本宮字万世212,0243-33-1111,数値地図,37.513314,140.393862,
7301,桑折町,こおりまち,桑折町役場,969-1692,伊達郡桑折町字東大隅18,024-582-2111,数値地図,37.849391,140.516338,
7303,国見町,くにみまち,国見町役場,969-1792,伊達郡国見町大字藤田字一丁田二1-7,024-585-2111,Google Maps,37.876785,140.549168,
7308,川俣町,かわまたまち,川俣町役場,960-1492,伊達郡川俣町字五百田30,024-566-2111,数値地図,37.664969,140.598283,
7322,大玉村,おおたまむら,大玉村役場,969-1392,安達郡大玉村玉井字星内70,0243-48-3131,数値地図,37.534422,140.371086,
7342,鏡石町,かがみいしまち,鏡石町役場,969-0492,岩瀬郡鏡石町不時沼345,0248-62-2111,数値地図,37.252785,140.3436,
7344,天栄村,てんえいむら,天栄村役場,962-0592,岩瀬郡天栄村大字下松本字原畑78,0248-82-2111,数値地図,37.255283,140.247221,
7362,下郷町,しもごうまち,下郷町役場,969-5345,南会津郡下郷町大字塩生字大石1000,0241-69-1122,数値地図,37.252219,139.867254,
7364,檜枝岐村,ひのえまたむら,檜枝岐村役場,967-0525,南会津郡檜枝岐村字下ノ原880,0241-75-2500,数値地図,37.024181,139.388975,
7367,只見町,ただみまち,只見町役場,968-0498,南会津郡只見町大字只見字雨堤1039,0241-82-5220,数値地図,37.348583,139.315915,
7368,南会津町,みなみあいづまち,南会津町役場,967-0004,南会津郡南会津町田島字後原甲3531-1,0241-62-6100,数値地図,37.200278,139.773376,
7402,北塩原村,きたしおばらむら,北塩原村役場,966-0485,耶麻郡北塩原村大字北山字姥ヶ作3151,0241-23-3111,数値地図,37.655787,139.937788,
7405,西会津町,にしあいづまち,西会津町役場,969-4495,耶麻郡西会津町野沢字下小屋上乙3261,0241-45-2211,数値地図,37.588842,139.647541,
7407,磐梯町,ばんだいまち,磐梯町役場,969-3392,耶麻郡磐梯町大字磐梯字中ノ橋1855,0242-74-1221,数値地図,37.56191,139.988343,
7408,猪苗代町,いなわしろまち,猪苗代町役場,969-3123,耶麻郡猪苗代町字城南100,0242-62-2111,数値地図,37.557745,140.104721,
7421,会津坂下町,あいづばんげまち,会津坂下町役場,969-6592,河沼郡会津坂下町字市中三番甲3662,0242-84-1503,数値地図,37.56135,139.821692,
7422,湯川村,ゆがわむら,湯川村役場,969-3593,河沼郡湯川村大字清水田字長瀞18,0241-27-8800,Google Maps,37.565396,139.8867,
7423,柳津町,やないづまち,柳津町役場,969-7201,河沼郡柳津町大字柳津字下平乙234,0241-42-2112,数値地図,37.526073,139.719481,
7444,三島町,みしままち,三島町役場,969-7511,大沼郡三島町大字宮下字宮下350,0241-48-5511,数値地図,37.470244,139.64449,
7445,金山町,かねやままち,金山町役場,968-0011,大沼郡金山町大字川口字谷地393,0241-54-5111,数値地図,37.453853,139.524781,
7446,昭和村,しょうわむら,昭和村役場,968-0103,大沼郡昭和村大字下中津川字中島652,0241-57-2111,数値地図,37.335813,139.61061,
7447,会津美里町,あいづみさとまち,会津美里町役場,969-6292,大沼郡会津美里町字宮北3163,0242-55-1122,数値地図,37.459973,139.841139,
7461,西郷村,にしごうむら,西郷村役場,961-8501,西白河郡西郷村大字熊倉字折口原40,0248-25-1111,数値地図,37.141823,140.155316,
7464,泉崎村,いずみざきむら,泉崎村役場,969-0101,西白河郡泉崎村大字泉崎字八丸145,0248-53-2111,Google Maps,37.153736,140.303296,新庁舎
7465,中島村,なかじまむら,中島村役場,961-0192,西白河郡中島村大字滑津字中島西11-1,0248-52-2111,数値地図,37.148631,140.35027,
7466,矢吹町,やぶきまち,矢吹町役場,969-0296,西白河郡矢吹町一本木101,0248-42-2111,数値地図,37.201124,140.338602,
7481,棚倉町,たなぐらまち,棚倉町役場,963-6192,東白川郡棚倉町大字棚倉字中居野33,0247-33-2111,数値地図,37.029757,140.379717,
7482,矢祭町,やまつりまち,矢祭町役場,963-5192,東白川郡矢祭町大字東舘字舘本66,0247-46-3131,数値地図,36.871444,140.424719,
7483,塙町,はなわまち,塙町役場,963-5492,東白川郡塙町大字塙字大町3-21,0247-43-2111,数値地図,36.957267,140.409717,
7484,鮫川村,さめがわむら,鮫川村役場,963-8401,東白川郡鮫川村大字赤坂中野字新宿39-5,0247-49-3111,数値地図,37.042538,140.509705,
7501,石川町,いしかわまち,石川町役場,963-7893,石川郡石川町字長久保185-4,0247-26-2111,Google Maps,37.157059,140.446947,
7502,玉川村,たまかわむら,玉川村役場,963-6312,石川郡玉川村大字小高字中畷9,0247-57-3101,数値地図,37.210847,140.408874,
7503,平田村,ひらたむら,平田村役場,963-8292,石川郡平田村大字永田字切田116,0247-55-3111,Google Maps,37.221791,140.575871,新庁舎（旧永田小学校）
7504,浅川町,あさかわまち,浅川町役場,963-6292,石川郡浅川町大字浅川字背戸谷地112-15,0247-36-4121,数値地図,37.080863,140.412767,
7505,古殿町,ふるどのまち,古殿町役場,963-8304,石川郡古殿町大字松川字新桑原31,0247-53-3111,数値地図,37.089478,140.557477,
7521,三春町,みはるまち,三春町役場,963-7796,田村郡三春町字大町1-2,0247-62-2111,数値地図,37.441103,140.492746,
7522,小野町,おのまち,小野町役場,963-3492,田村郡小野町大字小野新町字舘廻92,0247-72-2111,数値地図,37.286956,140.626352,
7541,広野町,ひろのまち,広野町役場,979-0402,双葉郡広野町大字下北迫字苗代替35,0240-27-2111,数値地図,37.214475,140.994652,
7542,楢葉町,ならはまち,楢葉町役場,979-0696,双葉郡楢葉町大字北田字鐘突堂5-6,0240-25-2111,Google Maps,37.282632,140.99352,
7543,富岡町,とみおかまち,富岡町役場,979-1192,双葉郡富岡町大字本岡字王塚622-1,0240-22-2111,Google Maps,37.345906,141.008881,帰還
7544,川内村,かわうちむら,川内村役場,979-1292,双葉郡川内村大字上川内字早渡11-24,0240-38-2111,Google Maps,37.337633,140.809362,
7545,大熊町,おおくままち,大熊町役場,965-0873,会津若松市追手町2-41（会津若松市役所追手町第二庁舎内）,0242-26-3844,Google Maps,37.489767,139.92786,会津若松出張所
7546,双葉町,ふたばまち,双葉町役場,974-8212,いわき市東田町二丁目19-4,0246-84-5200,Google Maps,36.921861,140.800626,いわき事務所
7547,浪江町,なみえまち,浪江町役場,979-1592,双葉郡浪江町大字幾世橋字六反田7-2,0240-34-2111,Google Maps,37.494582,141.000664,帰還
7548,葛尾村,かつらおむら,葛尾村役場,979-1602,双葉郡葛尾村大字落合字落合16,0240-29-2111,Google Maps,37.503535,140.764486,帰還
7561,新地町,しんちまち,新地町役場,979-2792,相馬郡新地町谷地小屋字樋掛田30,0244-62-2111,数値地図画像,37.875842,140.919385,
7564,飯舘村,いいたてむら,飯舘村役場,960-1892,相馬郡飯舘村伊丹沢字伊丹沢580-1,0244-42-1611,数値地図,37.679137,140.735495,
8000,茨城県,いばらぎけん,茨城県庁,310-8555,水戸市笠原町978-6,029-301-1111,数値地図,36.34145,140.446735,
8201,水戸市,みとし,水戸市役所,310-8610,水戸市中央1-4-1,029-224-1111,数値地図,36.365725,140.471454,
8202,日立市,ひたちし,日立市役所,317-8601,日立市助川町1-1-1,0294-22-3111,数値地図,36.599176,140.651597,
8203,土浦市,つちうらし,土浦市役所,300-8686,土浦市大和町9-1,029-826-1111,Google Maps,36.0784598,140.2019114,
8204,古河市,こがし,古河市役所,306-0291,古河市下大野2248,0280-92-3111,数値地図画像,36.178826,139.755733,
8205,石岡市,いしおかし,石岡市役所,315-8640,石岡市石岡1-1-1,0299-23-1111,数値地図,36.190742,140.287339,
8207,結城市,ゆうきし,結城市役所,307-8501,結城市大字結城1447,0296-32-1111,数値地図,36.305164,139.877427,
8208,龍ケ崎市,りゅうがさきし,龍ケ崎市役所,301-8611,龍ケ崎市3710,0297-64-1111,数値地図,35.911521,140.182275,
8210,下妻市,しもつまし,下妻市役所,304-8501,下妻市大字本城町2-22,0296-43-2111,数値地図,36.184485,139.967396,
8211,常総市,じょうそうし,常総市役所,303-8501,常総市水海道諏訪町3222-3,0297-23-2111,数値地図,36.02356,139.993817,
8212,常陸太田市,ひたちおおたし,常陸太田市役所,313-8611,常陸太田市金井町3690,0294-72-3111,数値地図,36.538346,140.530999,
8214,高萩市,たかはぎし,高萩市役所,318-8511,高萩市春日町3-10-16,0293-23-2111,Google Maps,36.719161,140.716644,仮設庁舎（プレハブ）
8215,北茨城市,きたいばらきし,北茨城市役所,319-1592,北茨城市磯原町磯原1630,0293-43-1111,数値地図,36.801906,140.751224,
8216,笠間市,かさまし,笠間市役所,309-1792,笠間市中央3-2-1,0296-77-1101,数値地図,36.385995,140.237559,
8217,取手市,とりでし,取手市役所,302-8585,取手市寺田5139,0297-74-2141,数値地図,35.911435,140.050371,
8219,牛久市,うしくし,牛久市役所,300-1292,牛久市中央3-15-1,029-873-2111,数値地図,35.979347,140.149609,
8220,つくば市,つくばし,つくば市役所,305-8555,つくば市研究学園1-1-1,029-883-1111,Google Maps,36.083442,140.0765,
8221,ひたちなか市,ひたちなかし,ひたちなか市役所,312-8501,ひたちなか市東石川2-10-1,029-273-0111,数値地図,36.396501,140.534532,
8222,鹿嶋市,かしまし,鹿嶋市役所,314-8655,鹿嶋市大字平井1187-1,0299-82-2911,数値地図画像,35.965852,140.644965,
8223,潮来市,いたこし,潮来市役所,311-2493,潮来市辻626,0299-63-1111,数値地図,35.947139,140.555267,
8224,守谷市,もりやし,守谷市役所,302-0198,守谷市大柏950-1,0297-45-1111,数値地図,35.951345,139.975543,
8225,常陸大宮市,ひたちおおみやし,常陸大宮市役所,319-2292,常陸大宮市中富町3135-6,0295-52-1111,数値地図画像,36.542428,140.410934,
8226,那珂市,なかし,那珂市役所,311-0192,那珂市福田1819-5,029-298-1111,数値地図,36.457383,140.4867,
8227,筑西市,ちくせいし,筑西市役所,308-8616,筑西市丙360,0296-24-2111,Google Maps,36.305263,139.979417,新庁舎
8228,坂東市,ばんどうし,坂東市役所,306-0692,坂東市岩井4365,0297-35-2121,数値地図,36.048333,139.888798,岩井庁舎
8229,稲敷市,いなしきし,稲敷市役所,300-0595,稲敷市犬塚1570-1,029-892-2000,Google Maps,35.972418,140.303503,新庁舎
8230,かすみがうら市,かすみがうらし,かすみがうら市役所,315-8512,かすみがうら市上土田461,0299-59-2111,数値地図,36.151828,140.237095,
8231,桜川市,さくらがわし,桜川市役所,309-1293,桜川市羽田1023,0296-58-5111,数値地図,36.327333,140.090519,
8232,神栖市,かみすし,神栖市役所,314-0192,神栖市溝口4991-5,0299-90-1111,数値地図,35.889899,140.664618,
8233,行方市,なめがたし,行方市役所,311-3892,行方市麻生1561-9,0299-72-0811,数値地図,35.990215,140.489078,
8234,鉾田市,ほこたし,鉾田市役所,311-1592,鉾田市鉾田1444-1,0291-33-2111,数値地図,36.158695,140.516486,
8235,つくばみらい市,つくばみらいし,つくばみらい市役所,300-2395,つくばみらい市福田195,0297-58-2111,数値地図,35.962957,140.037063,
8236,小美玉市,おみたまし,小美玉市役所,319-0192,小美玉市堅倉835,0299-48-1111,数値地図,36.23935,140.352581,
8302,茨城町,いばらきまち,茨城町役場,311-3192,東茨城郡茨城町大字小堤1080,029-292-1111,数値地図,36.286873,140.424684,
8309,大洗町,おおあらいまち,大洗町役場,311-1392,東茨城郡大洗町磯浜町6881-275,029-267-5111,数値地図,36.312373,140.574863,
8310,城里町,しろさとまち,城里町役場,311-4391,東茨城郡城里町大字石塚1428-25,029-288-3111,数値地図,36.479211,140.376265,
8341,東海村,とうかいむら,東海村役場,319-1192,那珂郡東海村東海3-7-1,029-282-1711,数値地図,36.47291,140.56622,
8364,大子町,だいごまち,大子町役場,319-3526,久慈郡大子町大字大子866,0295-72-1111,数値地図,36.768093,140.355285,
8442,美浦村,みほむら,美浦村役場,300-0492,稲敷郡美浦村大字受領1515,029-885-0340,数値地図,36.004403,140.301845,
8443,阿見町,あみまち,阿見町役場,300-0392,稲敷郡阿見町中央1-1-1,029-888-1111,数値地図,36.030814,140.214963,
8447,河内町,かわちまち,河内町役場,300-1392,稲敷郡河内町源清田1183,0297-84-2111,数値地図,35.884749,140.24452,
8521,八千代町,やちよまち,八千代町役場,300-3592,結城郡八千代町大字菅谷1170,0296-48-1111,数値地図,36.181291,139.89132,
8542,五霞町,ごかまち,五霞町役場,306-0392,猿島郡五霞町大字小福田1162-1,0280-84-1111,数値地図,36.114488,139.745196,
8546,境町,さかいまち,境町役場,306-0495,猿島郡境町391-1,0280-81-1300,数値地図画像,36.108546,139.794981,
8564,利根町,とねまち,利根町役場,300-1696,北相馬郡利根町布川841-1,0297-68-2211,数値地図,35.857749,140.139309,
9000,栃木県,とちぎけん,栃木県庁,320-8501,宇都宮市塙田1-1-20,028-623-2323,数値地図,36.565689,139.883528,
9201,宇都宮市,うつのみやし,宇都宮市役所,320-8540,宇都宮市旭1-1-5,028-632-2222,数値地図,36.55519,139.882668,
9202,足利市,あしかがし,足利市役所,326-8601,足利市本城3-2145,0284-20-2222,数値地図,36.340231,139.44977,
9203,栃木市,とちぎし,栃木市役所,328-8686,栃木市万町9-25,0282-22-3535,Google Maps,36.382415,139.734174,
9204,佐野市,さのし,佐野市役所,327-8501,佐野市高砂町1,0283-24-5111,数値地図画像,36.314309,139.57845,
9205,鹿沼市,かぬまし,鹿沼市役所,322-8601,鹿沼市今宮町1688-1,0289-64-2111,数値地図,36.567102,139.74504,
9206,日光市,にっこうし,日光市役所,321-1292,日光市今市本町1,0288-22-1111,数値地図画像,36.719907,139.698196,
9208,小山市,おやまし,小山市役所,323-8686,小山市中央町1-1-1,0285-23-1111,数値地図,36.314577,139.800183,
9209,真岡市,もおかし,真岡市役所,321-4395,真岡市荒町5191,0285-82-1111,数値地図,36.440124,140.012994,
9210,大田原市,おおたわらし,大田原市役所,324-8641,大田原市本町1-4-1,0287-23-1111,数値地図,36.870767,140.015586,
9211,矢板市,やいたし,矢板市役所,329-2192,矢板市本町5-4,0287-43-1111,数値地図,36.806744,139.924181,
9213,那須塩原市,なすしおばらし,那須塩原市役所,325-8501,那須塩原市共墾社108-2,0287-62-7111,数値地図,36.961703,140.04608,
9214,さくら市,さくらし,さくら市役所,329-1392,さくら市氏家2771,028-681-1111,数値地図,36.685259,139.96646,
9215,那須烏山市,なすからすやまし,那須烏山市役所,321-0692,那須烏山市中央1-1-1,0287-83-1111,数値地図,36.656851,140.151555,
9216,下野市,しもつけし,下野市役所,329-0492,下野市笹原26,0285-32-8888,Google Maps,36.395164,139.852073,
9301,上三川町,かみのかわまち,上三川町役場,329-0696,河内郡上三川町しらさぎ1-1,0285-56-9111,数値地図,36.439287,139.910087,
9342,益子町,ましこまち,益子町役場,321-4293,芳賀郡益子町大字益子2030,0285-72-2111,数値地図,36.467344,140.093153,
9343,茂木町,もてぎまち,茂木町役場,321-3598,芳賀郡茂木町大字茂木155,0285-63-1111,数値地図,36.532172,140.187558,
9344,市貝町,いちかいまち,市貝町役場,321-3493,芳賀郡市貝町大字市塙1280,0285-68-1111,数値地図,36.54328,140.10212,
9345,芳賀町,はがまち,芳賀町役場,321-3392,芳賀郡芳賀町祖母井1020,028-677-1111,数値地図,36.548167,140.058068,
9361,壬生町,みぶまち,壬生町役場,321-0292,下都賀郡壬生町通町12-22,0282-81-1806,数値地図,36.427091,139.803929,
9364,野木町,のぎまち,野木町役場,329-0195,下都賀郡野木町大字丸林571,0280-57-4111,数値地図,36.233167,139.740858,
9384,塩谷町,しおやまち,塩谷町役場,329-2292,塩谷郡塩谷町大字玉生741,0287-45-1111,数値地図,36.777579,139.850578,
9386,高根沢町,たかねざわまち,高根沢町役場,329-1292,塩谷郡高根沢町大字石末2053,028-675-8100,数値地図,36.631017,139.986599,
9407,那須町,なすまち,那須町役場,329-3292,那須郡那須町大字寺子丙3-13,0287-72-6901,数値地図,37.019753,140.120962,
9411,那珂川町,なかがわまち,那珂川町役場,324-0692,那須郡那珂川町馬頭409,0287-92-1111,数値地図,36.738203,140.17144,
10000,群馬県,ぐんまけん,群馬県庁,371-8570,前橋市大手町1-1-1,027-223-1111,数値地図,36.391192,139.060947,
10201,前橋市,まえばしし,前橋市役所,371-8601,前橋市大手町2-12-1,027-224-1111,数値地図,36.389276,139.063558,
10202,高崎市,たかさきし,高崎市役所,370-8501,高崎市高松町35-1,027-321-1111,数値地図,36.321865,139.003565,
10203,桐生市,きりゅうし,桐生市役所,376-8501,桐生市織姫町1-1,0277-46-1111,数値地図,36.405168,139.330585,
10204,伊勢崎市,いせさきし,伊勢崎市役所,372-8501,伊勢崎市今泉町2-410,0270-24-5111,数値地図,36.311368,139.196655,
10205,太田市,おおたし,太田市役所,373-8718,太田市浜町2-35,0276-47-1111,数値地図,36.291624,139.375723,
10206,沼田市,ぬまたし,沼田市役所,378-8501,沼田市西倉内町780,0278-23-2111,数値地図,36.64594,139.044078,
10207,館林市,たてばやしし,館林市役所,374-8501,館林市城町1-1,0276-72-4111,数値地図,36.244884,139.542265,
10208,渋川市,しぶかわし,渋川市役所,377-8501,渋川市石原80,0279-22-2111,数値地図,36.489484,139.000447,
10209,藤岡市,ふじおかし,藤岡市役所,375-8601,藤岡市中栗須327,0274-22-1211,数値地図,36.258509,139.074588,
10210,富岡市,とみおかし,富岡市役所,370-2392,富岡市富岡1460-1,0274-62-1511,数値地図,36.259868,138.889968,
10211,安中市,あんなかし,安中市役所,379-0192,安中市安中1-23-13,027-382-1111,数値地図,36.326279,138.887242,
10212,みどり市,みどりし,みどり市役所,379-2395,みどり市笠懸町鹿2952,0277-76-2111,数値地図,36.394835,139.281145,
10344,榛東村,しんとうむら,榛東村役場,370-3593,北群馬郡榛東村大字新井790番地1,0279-54-2211,Google Maps,36.438612,138.967125,
10345,吉岡町,よしおかまち,吉岡町役場,370-3692,北群馬郡吉岡町大字下野田560,0279-54-3111,数値地図,36.44735,139.010393,
10366,上野村,うえのむら,上野村役場,370-1614,多野郡上野村大字川和11,0274-59-2111,数値地図,36.083248,138.777292,
10367,神流町,かんなまち,神流町役場,370-1592,多野郡神流町万場90-6,0274-57-2111,数値地図,36.115997,138.917027,
10382,下仁田町,しもにたまち,下仁田町役場,370-2601,甘楽郡下仁田町大字下仁田682,0274-82-2111,数値地図,36.2124,138.789119,
10383,南牧村,なんもくむら,南牧村役場,370-2806,甘楽郡南牧村大字大日向1098,0274-87-2011,数値地図,36.157572,138.711267,
10384,甘楽町,かんらまち,甘楽町役場,370-2292,甘楽郡甘楽町大字小幡161-1,0274-74-3131,数値地図,36.242981,138.921827,
10421,中之条町,なかのじょうまち,中之条町役場,377-0494,吾妻郡中之条町大字中之条町1091,0279-75-2111,数値地図,36.589886,138.841014,
10424,長野原町,ながのはらまち,長野原町役場,377-1392,吾妻郡長野原町大字長野原66-3,0279-82-2244,数値地図,36.552331,138.637591,
10425,嬬恋村,つまごいむら,嬬恋村役場,377-1692,吾妻郡嬬恋村大字大前110,0279-96-0511,数値地図,36.516665,138.530295,
10426,草津町,くさつまち,草津町役場,377-1792,吾妻郡草津町大字草津28,0279-88-0001,数値地図,36.620656,138.596147,
10428,高山村,たかやまむら,高山村役場,377-0792,吾妻郡高山村大字中山2856-1,0279-63-2111,数値地図,36.620747,138.943532,
10429,東吾妻町,ひがしあがつままち,東吾妻町役場,377-0892,吾妻郡東吾妻町大字原町594-3,0279-68-2111,数値地図,36.571332,138.825516,
10443,片品村,かたしなむら,片品村役場,378-0498,利根郡片品村大字鎌田3967-3,0278-58-2111,数値地図,36.772485,139.225193,
10444,川場村,かわばむら,川場村役場,378-0101,利根郡川場村大字谷地2390-2,0278-52-2111,数値地図,36.694658,139.106542,
10448,昭和村,しょうわむら,昭和村役場,379-1298,利根郡昭和村大字糸井388,0278-24-5111,数値地図,36.63958,139.065742,
10449,みなかみ町,みなかみまち,みなかみ町役場,379-1393,利根郡みなかみ町後閑318,0278-62-2111,数値地図,36.678991,138.999024,
10464,玉村町,たまむらまち,玉村町役場,370-1192,佐波郡玉村町大字下新田201,0270-65-2511,数値地図,36.304396,139.114888,
10521,板倉町,いたくらまち,板倉町役場,374-0192,邑楽郡板倉町大字板倉2067,0276-82-1111,数値地図,36.222943,139.61026,
10522,明和町,めいわまち,明和町役場,370-0795,邑楽郡明和町新里250-1,0276-84-3111,数値地図画像,36.211326,139.534462,
10523,千代田町,ちよだまち,千代田町役場,370-0598,邑楽郡千代田町大字赤岩1895-1,0276-86-2111,数値地図,36.217745,139.442498,
10524,大泉町,おおいずみまち,大泉町役場,370-0595,邑楽郡大泉町日の出55-1,0276-63-3111,数値地図,36.247824,139.404972,
10525,邑楽町,おうらまち,邑楽町役場,370-0692,邑楽郡邑楽町大字中野2570番地1,0276-88-5511,数値地図,36.263796,139.467604,
11000,埼玉県,さいたまけん,埼玉県庁,330-9301,さいたま市浦和区高砂3-15-1,048-824-2111,数値地図,35.856907,139.648854,
11100,さいたま市,さいたまし,さいたま市役所,330-9588,さいたま市浦和区常盤6-4-4,048-829-1111,数値地図,35.861601,139.645354,
11101,さいたま市西区,さいたましにしく,西区役所,331-8587,さいたま市西区大字指扇3743,048-622-1111,数値地図画像,35.925294,139.579538,
11102,さいたま市北区,さいたましきたく,北区役所,331-8586,さいたま市北区宮原町1丁目852番地1,048-653-1111,数値地図画像,35.929981,139.620843,
11103,さいたま市大宮区,さいたましおおみやく,大宮区役所,330-8501,さいたま市大宮区大門町3-1,048-657-0111,数値地図画像,35.906461,139.628655,
11104,さいたま市見沼区,さいたましみぬまく,見沼区役所,337-8586,さいたま市見沼区堀崎町12-36,048-687-1111,数値地図画像,35.935234,139.654483,
11105,さいたま市中央区,さいたましちゅうおうく,中央区役所,338-8686,さいたま市中央区下落合5-7-10,048-856-1111,数値地図画像,35.883894,139.626117,
11106,さいたま市桜区,さいたましさくらく,桜区役所,338-8586,さいたま市桜区道場4-3-1,048-858-1111,数値地図画像,35.857074,139.609225,
11107,さいたま市浦和区,さいたましうらわく,浦和区役所,330-9586,さいたま市浦和区常盤6-4-4,048-825-1111,数値地図,35.861601,139.645354,
11108,さいたま市南区,さいたましみなみく,南区役所,336-8586,さいたま市南区別所7-20-1,048-838-1111,Google Maps,35.84526,139.645437,
11109,さいたま市緑区,さいたましみどりく,緑区役所,336-8587,さいたま市緑区大字中尾975-1,048-874-1111,数値地図画像,35.87131,139.683925,
11110,さいたま市岩槻区,さいたましいわつきく,岩槻区役所,339-8585,さいたま市岩槻区本町3-2-5,048-790-0111,Google Maps,35.949905,139.694194,
11201,川越市,かわごえし,川越市役所,350-8601,川越市元町1-3-1,049-224-8811,数値地図,35.925117,139.485837,
11202,熊谷市,くまがやし,熊谷市役所,360-8601,熊谷市宮町2-47-1,048-524-1111,数値地図,36.147334,139.388618,
11203,川口市,かわぐちし,川口市役所,332-8601,川口市青木2-1-1,048-258-1110,数値地図,35.807887,139.724071,
11206,行田市,ぎょうだし,行田市役所,361-8601,行田市本丸2-5,048-556-1111,数値地図,36.138809,139.455751,
11207,秩父市,ちちぶし,秩父市役所,368-8686,秩父市熊木町8-15,0494-22-2211,数値地図,35.991682,139.085458,
11208,所沢市,ところざわし,所沢市役所,359-8501,所沢市並木1-1-1,04-2998-1111,数値地図,35.799549,139.46876,
11209,飯能市,はんのうし,飯能市役所,357-8501,飯能市大字双柳1-1,042-973-2111,数値地図,35.855761,139.327797,
11210,加須市,かぞし,加須市役所,347-8501,加須市三俣2-1-1,0480-62-1111,数値地図,36.131399,139.601903,
11211,本庄市,ほんじょうし,本庄市役所,367-8501,本庄市本庄3-5-3,0495-25-1111,数値地図,36.243737,139.190381,
11212,東松山市,ひがしまつやまし,東松山市役所,355-8601,東松山市松葉町1-1-58,0493-23-2221,数値地図,36.042126,139.400011,
11214,春日部市,かすかべし,春日部市役所,344-8577,春日部市中央6-2,048-736-1111,数値地図,35.975226,139.752478,
11215,狭山市,さやまし,狭山市役所,350-1380,狭山市入間川1-23-5,04-2953-1111,数値地図,35.852986,139.412207,
11216,羽生市,はにゅうし,羽生市役所,348-8601,羽生市東6-15,048-561-1121,数値地図,36.17267,139.548572,
11217,鴻巣市,こうのすし,鴻巣市役所,365-8601,鴻巣市中央1-1,048-541-1321,数値地図,36.065905,139.522219,
11218,深谷市,ふかやし,深谷市役所,366-8501,深谷市仲町11-1,048-571-1211,数値地図,36.197465,139.28143,
11219,上尾市,あげおし,上尾市役所,362-8501,上尾市本町3-1-1,048-775-5111,数値地図,35.977443,139.593327,
11221,草加市,そうかし,草加市役所,340-8550,草加市高砂1-1-1,048-922-0151,数値地図,35.825416,139.805396,
11222,越谷市,こしがやし,越谷市役所,343-8501,越谷市越ヶ谷4-2-1,048-964-2111,数値地図,35.891072,139.79084,
11223,蕨市,わらびし,蕨市役所,335-8501,蕨市中央5-14-15,048-432-3200,数値地図,35.825633,139.679519,
11224,戸田市,とだし,戸田市役所,335-8588,戸田市上戸田1-18-1,048-441-1800,数値地図,35.817579,139.677825,
11225,入間市,いるまし,入間市役所,358-8511,入間市豊岡1-16-1,04-2964-1111,数値地図,35.835849,139.391126,
11227,朝霞市,あさかし,朝霞市役所,351-8501,朝霞市本町1-1-1,048-463-1111,数値地図,35.797274,139.593666,
11228,志木市,しきし,志木市役所,353-8501,志木市中宗岡1-1-1,048-473-1111,数値地図,35.836603,139.580305,
11229,和光市,わこうし,和光市役所,351-0192,和光市広沢1-5,048-464-1111,数値地図,35.781416,139.605721,
11230,新座市,にいざし,新座市役所,352-8623,新座市野火止1-1-1,048-477-1111,数値地図,35.793413,139.565252,
11231,桶川市,おけがわし,桶川市役所,363-8501,桶川市大字上日出谷936-1,048-786-3211,Google Maps,36.005776,139.542481,仮設庁舎（プレハブ）
11232,久喜市,くきし,久喜市役所,346-8501,久喜市大字下早見85-3,0480-22-1111,数値地図,36.062186,139.666899,
11233,北本市,きたもとし,北本市役所,364-8633,北本市本町1-111,048-591-1111,数値地図,36.027187,139.530164,
11234,八潮市,やしおし,八潮市役所,340-8588,八潮市中央1-2-1,048-996-2111,数値地図,35.822666,139.839088,
11235,富士見市,ふじみし,富士見市役所,354-8511,富士見市大字鶴馬1800-1,049-251-2711,数値地図,35.856572,139.549251,
11237,三郷市,みさとし,三郷市役所,341-8501,三郷市花和田648-1,048-953-1111,数値地図,35.830137,139.872391,
11238,蓮田市,はすだし,蓮田市役所,349-0193,蓮田市大字黒浜2799-1,048-768-3111,数値地図,35.994279,139.662291,
11239,坂戸市,さかどし,坂戸市役所,350-0292,坂戸市千代田1-1-1,049-283-1331,数値地図,35.957274,139.403014,
11240,幸手市,さってし,幸手市役所,340-0192,幸手市東4-6-8,0480-43-1111,数値地図,36.078074,139.725866,
11241,鶴ヶ島市,つるがしまし,鶴ヶ島市役所,350-2292,鶴ヶ島市大字三ツ木16-1,049-271-1111,数値地図,35.934529,139.393153,
11242,日高市,ひだかし,日高市役所,350-1292,日高市大字南平沢1020,042-989-2111,数値地図,35.907781,139.339129,
